id,value
23575849,0
238465508,29
76473017,0
245392137,27
23575850,0
287202607,62
399133902,43
23575851,0
411441206,41
120453784,0
23575852,0
120453785,0
23575853,0
120453786,0
120453788,0
120453789,0
120453790,0
120453791,0
120453792,0
120453793,0
23575854,0
6244409,0
120453794,0
23627112,93
6244416,0
437957005,0
6244417,0
120453795,0
6244418,0
7921114,0
437957006,0
481473234,22
551467599,13
23721796,0
129649457,0
7921118,0
23721797,0
129720534,0
7921119,0
23721798,0
129720537,0
23721805,0
129720539,0
9403843,0
129720540,0
9403844,0
136172854,0
164907985,0
9403848,0
23741801,0
164907987,0
164907988,0
9403849,0
9403850,30
170983516,0
186330647,2
24406708,0
192239204,2
192239205,3
24406967,0
192239212,1
24515479,0
192239221,1
24515480,0
198276946,1
202027383,0
24515481,0
203006695,0
203006696,0
203006698,0
24515482,0
203006701,0
203006703,0
232584068,0
24540475,0
236498402,2
24797003,94
253184031,2
25009254,0
255425691,0
25009257,0
261683285,1
261683287,1
25009266,0
25009418,0
25009538,0
25474639,0
25510587,0
9923792,0
11937831,0
11937833,0
25944807,0
25944808,0
261683294,2
25944809,0
261683297,0
264335162,2
264335182,1
264435405,2
264435406,2
25944811,0
264435407,1
25945045,0
264435408,2
264435409,2
25951202,0
26204502,0
11937835,0
264435410,1
11937837,0
26204503,0
264435411,2
11937838,0
26204506,0
264435422,0
266886320,1
11937839,0
266886321,3
11937840,0
11937842,0
11937845,0
266886324,3
266886327,3
26204507,0
11937848,0
266886344,0
11937850,0
267967082,3
267967083,2
267967084,0
22932079,4
22932081,0
267967085,1
267967086,1
22932082,0
267967087,1
23084634,0
267967088,1
267967137,0
23084639,0
272761437,0
272761439,0
23084642,0
23084644,0
289220397,2
23084646,0
296087460,1
307337050,0
307337051,1
23084648,0
317844665,2
26208177,0
338119261,0
338972277,0
5078532,0
338972278,1
338972279,1
23084650,0
338972280,1
338972281,1
26525099,0
338972282,1
26525126,0
354104802,0
354104803,0
26525174,0
354104804,0
354104805,0
354104806,0
354104807,0
26525267,0
355077810,0
355077835,0
374009657,2
26525285,0
374009773,2
26816662,0
374598725,2
374598731,2
374876838,0
375904695,0
376865281,2
26816663,0
376865282,2
27061097,0
380472644,2
381501631,2
381501646,2
27132761,0
27166172,0
382340079,2
27466025,0
384760707,1
27466026,10
385714724,1
23084652,0
28351479,0
5078533,0
23084654,0
28812698,0
389270910,0
23084656,0
390395949,0
5078534,0
5078540,0
390482939,0
5078656,0
30717439,0
390482951,0
391919757,0
391919758,0
30717442,2
5078657,0
391919759,0
33001014,0
391919760,0
391919761,0
33995589,0
33995590,0
391919762,0
391919763,0
33996099,0
406039945,0
34212884,0
412525158,0
443366019,0
443946908,0
444874033,0
444874034,0
34212895,0
444874035,0
492960910,0
34212896,0
492960911,0
492974661,0
35966718,95
534218257,0
534218258,0
534218259,0
534965678,2
23084659,0
547489951,1
572897913,4
23084660,0
583161501,0
36776657,0
583161502,0
23084661,0
36776658,0
583161504,0
23084662,0
36776659,0
23084663,0
583583773,0
23084664,0
36944098,0
5078658,0
23084665,0
36944099,0
583583774,0
583583775,0
23084666,0
592688590,1
592688591,1
23084667,0
5078659,0
655402948,0
655402949,0
655402950,0
5078660,0
735203239,0
5078661,0
36944100,0
740975581,0
5078675,7
740975582,0
740975583,0
36944101,0
740975584,0
36944102,0
745615672,0
36944103,0
5078676,11
38040286,0
5078677,0
38329670,0
5236108,0
38480679,0
38480680,0
38480681,0
38480682,0
38480725,0
5236109,0
38480733,0
39196593,0
39196596,0
23084670,0
39196597,0
23627115,1
39196619,0
24406710,0
24652858,0
39493580,0
39493581,0
39493582,0
24797004,89
24832731,0
39493583,0
24832732,4
39493584,0
24832733,69
24832734,95
39535031,0
24832740,0
24832741,0
25474636,0
39698707,0
25474638,0
25510574,0
39698708,0
25951455,2
5236601,1
26076463,0
39700264,3
5236602,0
26076465,0
26076468,0
39700265,3
5236603,0
5236604,0
27665795,0
5236605,0
39700266,0
28031460,5
5236606,0
28031461,1
5236607,2
39702826,0
5236608,0
39702864,0
39703416,0
39748266,2
39749522,0
39749523,0
39750398,1
39750399,0
39750400,0
39782501,0
39782502,0
39991361,0
39991362,0
39991363,0
40392801,0
28284012,0
28284018,0
40392803,0
28284033,0
40392868,0
28284034,0
28284035,0
40393868,0
28300145,2
40394258,0
28300147,4
5236609,0
28300148,1
5236610,0
5236611,0
28300149,0
28300150,1
5236613,0
40394337,0
40394643,0
28300151,0
5236614,0
40394646,0
28300152,2
5236615,0
28300153,0
28300154,0
28978588,0
28978590,0
28978591,0
40394650,0
4537174,8
40394753,0
40396004,0
29239397,0
41089117,0
41089118,0
29239398,0
41089119,0
29239401,0
41487913,0
32823273,0
32823274,0
41487921,0
32823275,0
33996100,0
41487922,0
41487925,6
41487926,0
41487957,0
5236616,0
5236617,0
5236618,0
42919908,0
5236619,0
43310007,0
5304508,0
5304510,1
44779404,0
23739195,27
44779411,0
44779441,0
44779442,0
44779443,0
44779444,0
44779452,0
24527136,0
39696829,0
39696835,0
39696843,0
39696878,0
39696975,0
39697038,0
39697177,0
39697210,0
39744490,0
39744492,0
39745970,0
39745975,2
39745979,3
39745984,0
44779460,0
39750706,0
25809651,0
43125697,0
43125699,0
56191739,0
56191741,0
64548453,96
64548455,95
69715529,3
76096651,3
80921349,0
80921350,0
24527517,0
80921353,0
80921358,0
44779461,0
88076073,0
26100443,0
26100444,0
44779463,0
26100445,0
44779464,0
88076075,0
26100446,0
88076076,0
44779466,0
88076082,0
26100447,0
44779467,0
44779468,0
88076083,0
26100448,0
92738113,0
26100449,0
94586338,2
26100450,7
102854028,0
26100451,0
44779469,0
26100452,0
107445294,27
114424454,0
26100453,0
114451885,2
114467912,95
114467918,93
45242051,0
114467919,89
26100454,0
114467926,86
119325834,0
26100455,0
26100456,0
45242981,0
24544141,32
119325838,0
45242982,0
26100457,0
119325844,0
26100463,0
119325857,0
26100464,0
120028604,0
26100465,0
26100466,0
45242983,0
26100468,0
26100469,0
45243141,0
120029573,0
26100470,0
45244599,0
26100471,0
45244600,0
47434134,0
47434136,0
24646094,32
47434137,0
51426613,0
25042049,0
56191387,0
56191388,0
56191389,0
56191390,0
60705665,0
60705683,0
60705686,0
62069404,0
62069406,0
64548451,95
121582440,0
26100557,0
26100558,0
26100559,0
26100561,0
26100562,0
26100563,0
26100564,0
26100565,0
26100589,0
26100590,0
26100591,0
26100592,0
26100593,0
26100594,0
26100599,0
26100600,0
26100619,7
26100633,0
26100634,0
26117327,0
26117328,0
26182959,0
122493663,0
69559708,7
122493664,0
122493665,0
26206512,76
133789628,0
71156844,8
143958295,1
143958299,0
79058144,0
143958302,0
25048431,28
80864050,0
143958304,0
25048465,42
80864051,0
143958313,0
80864587,0
82228136,0
143958314,2
25048473,13
82228138,0
82228139,0
88069217,0
143958315,0
143958318,0
143958320,0
88076071,0
189820712,0
88076087,0
26206515,0
192239197,0
192239198,0
27829319,3
192239200,1
192239201,6
88076093,2
192995014,0
192995015,0
202873430,0
27829320,3
202873431,0
202873432,0
27829321,6
202873434,0
27829326,65
202873437,0
27829328,93
203011190,0
203011191,0
27829399,86
203335387,0
205279456,0
27829400,96
224448041,0
27829833,7
229264843,0
27829834,2
232039729,0
232039732,0
232039734,0
232039735,0
232039736,0
27829835,5
232039737,0
27831656,0
88076094,0
232135214,0
27847603,1
232164887,0
233013454,0
27847606,9
233013455,0
27847610,6
253070606,0
259545125,0
92738088,0
95442234,0
259545126,0
25576868,95
259545127,0
97452025,0
259545128,0
25631992,30
259545133,14
259545135,32
97452036,0
259545138,0
25708022,18
25809637,0
97452064,0
97452066,0
259545139,34
25809643,0
4026667,0
264335164,0
25809647,0
264337100,0
4077110,0
264342501,0
4084203,0
265458222,0
306006942,92
4084293,0
313613087,0
4084295,0
313613091,0
313613099,0
100455718,0
100455723,0
27847613,9
100455725,0
100455726,0
100646740,0
27847615,3
27847617,2
27847627,4
27847630,13
27847632,3
27847634,3
27847639,2
27847641,4
27847644,4
27847645,5
27847647,7
4226485,0
27847649,0
4226487,0
27847650,1
4226488,0
4226491,0
25809649,0
4226493,0
4226494,0
4226496,0
25809650,0
4226500,0
4226501,0
25809652,0
25809654,0
100646752,0
27847651,3
103076561,0
331900379,12
103518561,0
103561533,0
27847652,6
331900381,6
27847653,6
332744197,0
103940847,0
26296328,68
105062768,0
332744198,0
107182263,0
332744222,0
26376578,51
107182264,0
107182265,0
339230002,0
27847654,2
339230003,0
339230005,0
4226505,0
339230008,0
4226509,0
27847655,6
4226512,0
339315888,0
26441692,76
358676390,0
107418108,0
4226516,0
374598753,0
26441694,96
374598755,3
4226517,0
4226518,0
374598801,0
27847656,6
374877053,3
27847658,4
375907986,1
384147864,0
384147865,0
384147867,0
29114588,0
30079967,0
30079968,0
30079969,0
32429413,0
33511265,0
35301976,0
35302008,0
35302088,0
35717590,4
38098290,0
38098291,0
41360389,0
41360985,0
41985088,0
46828298,0
46828493,0
46849460,0
46849462,0
46849557,0
46849558,0
46849559,0
60397062,70
60397063,20
60397064,0
60397066,78
60397067,83
60397068,90
60397069,96
60397070,96
64108266,0
68201031,67
68201032,70
77276871,0
77276872,0
86560437,0
96150144,2
96150160,1
96153117,0
96155264,2
96155273,0
96155277,0
96155283,8
96157498,2
96157503,8
96157506,12
96157508,0
96157514,22
96157515,5
96157526,3
96157530,7
96210504,3
96210517,5
96213899,1
96216168,5
96216172,2
96216173,2
97385202,4
97385203,2
97385204,0
97385205,0
101551721,5
101552624,10
119135043,3
119135044,0
119135046,2
119173667,0
26592930,64
4226521,0
4226522,0
107418109,0
107418110,2
384147868,0
108912735,0
109261103,0
384282321,0
384282845,0
384589662,5
384589663,0
384589763,3
385714740,0
385714795,4
385714900,2
385714924,0
385714927,22
389270972,0
396045511,0
412424711,0
414597260,0
414597261,0
479224222,0
491648455,4
491648456,4
491648457,0
491648458,0
526023503,0
526025143,0
526025144,0
110295523,0
526025145,0
526025146,0
526025147,0
119173669,1
526025148,0
526230886,0
527579917,0
110295536,0
527639517,0
527639518,0
119173673,3
119173674,3
527639519,0
527639521,0
26691014,63
527639522,0
532070882,0
532070883,0
533676275,4
533676575,0
533677205,0
533677206,0
26800943,61
533677207,0
533677208,0
533677209,0
533677210,0
4226525,0
4226526,0
119173679,3
119173680,16
4226527,0
4226529,0
119173683,20
4226531,0
4226534,0
4226536,0
4226538,0
4226541,0
4226546,0
4226547,0
4226552,0
4226553,0
110295537,0
26934296,70
110295541,0
110585374,0
110704607,0
533677211,0
110704628,0
533677821,0
119173684,31
534840086,7
534841653,0
534841654,0
534841658,0
119173686,24
534842241,0
119173690,33
534843541,0
536760058,0
536760312,0
123800481,43
536862348,0
26991752,96
27021557,29
27080383,0
27080385,0
536862349,0
536862350,0
27080386,3
536863984,0
27080387,0
536863985,0
536863986,0
536863987,0
536864344,0
536865043,0
537178295,0
4226556,0
4226560,0
4226561,0
4226563,0
4226564,0
4287993,0
4532386,0
4532398,17
5097876,0
5097892,0
6008608,2
537178296,0
110713630,0
131412355,0
116457142,0
131412360,0
131412361,0
116457146,0
131412568,0
131412569,0
132046399,0
132046947,0
132046948,0
132046950,0
140665598,3
140665599,0
140665603,4
140834222,0
140834244,0
140956412,0
142596238,5
142596483,3
142596688,0
142597319,0
142597581,0
142597582,0
142597819,0
142597957,0
143017895,0
143018053,0
143018146,0
143018148,0
143018724,0
143019270,0
143019684,0
143019876,0
143391429,0
143391430,0
143391596,0
143393762,0
143393764,0
143395421,0
143395422,0
144720025,0
144720235,0
144720236,0
144721674,0
144730022,0
144730487,0
144731480,0
144731854,0
144731919,0
144731924,0
144732133,0
144732271,0
144732272,0
144732617,0
144732871,0
147668633,0
148651078,0
148651079,0
148651081,0
148651096,2
148651101,0
148651114,0
148651115,0
148651116,39
148651123,0
148651129,0
148651159,0
148651162,0
148651190,0
148651191,0
148651192,0
148651193,0
148740724,0
149849362,0
151700000,0
161292907,0
162896766,75
162896768,72
162896772,82
162896782,83
169821486,0
183599942,2
183608010,2
186289455,0
186289456,0
186289457,0
186289458,0
186289738,0
186289741,0
186289742,0
186289743,0
197169856,0
197898872,60
199613271,0
199613273,2
199742217,81
199742218,25
199742219,41
205691922,0
213856200,0
221622545,0
221622547,0
221622552,0
221622553,0
221622564,0
224851602,9
238915762,4
238915763,0
238915765,0
239375407,0
239375408,12
239375409,0
239375410,0
245473264,0
256905752,0
256905756,0
261074937,0
267040116,0
267040117,0
267040125,0
304441100,17
304443649,0
304444763,0
304453270,0
304871345,0
304880956,0
304880959,0
304889919,0
304890980,0
305084095,68
306177134,53
306184897,0
307214164,86
307216627,0
307216629,0
318420577,13
318420580,0
318426266,0
318430778,0
318432743,0
318432744,0
320871150,0
337375935,0
363257562,0
363257582,0
366656973,0
374490387,0
374490389,0
374490390,0
376131529,0
376131530,0
382202894,92
382203656,92
382203657,93
382208005,0
382208006,0
382208007,0
382208010,56
382208013,92
382208015,83
382211212,0
382211218,38
382211225,43
382211229,29
382211234,12
382211239,24
382211245,20
382211249,22
393568649,0
393568650,0
393568657,0
400766372,0
400766373,0
400766374,0
417386924,0
418251615,71
419130233,4
419130234,1
419130235,7
419130236,2
419130237,0
419130238,3
419130239,0
419130240,0
419130241,0
419130242,0
419130243,1
419130244,3
419130245,2
419130246,6
419339232,0
419339236,4
419339237,5
419339238,0
419339239,0
419339240,0
419348446,2
419348455,0
419465487,7
419465491,7
419465495,0
419465501,0
27080389,0
419465504,6
419465508,1
419465530,5
419465532,1
419465542,0
27080393,9
419465545,7
27993316,0
419465548,1
537178297,0
419465551,10
118841432,0
419465554,5
419465558,6
419465561,12
419465582,0
419465586,8
5071307,0
118841434,0
419465593,0
9783831,0
419465599,3
419465612,1
419465615,2
16399612,0
419465621,11
23754195,5
537178298,0
537180116,0
537479735,0
538356200,0
538356201,0
543994161,0
120501005,0
543994166,0
545883297,0
27993317,0
419465624,7
28194523,0
24863976,0
28352351,0
419465627,0
548716610,0
419465629,0
548716611,2
550625268,1
24864016,0
419465630,0
553370494,0
419586799,10
553370495,0
420134305,0
555763603,1
24881099,0
420134309,1
563816720,0
420134310,11
29114757,0
420136178,6
421034354,2
30501206,36
120501007,0
24881100,0
31098864,86
31723664,80
563816721,0
32400195,0
32652585,0
32652587,0
32984983,96
32985000,96
32985223,95
33104932,0
33488427,19
33488443,34
33488445,40
33511073,35
34891247,0
34891252,0
34892441,0
34892442,0
34892615,0
34894525,0
34895462,0
34895464,0
35008205,94
4080563,0
5071309,0
5071310,0
35029987,0
421034355,0
35030002,0
24881101,0
563816722,0
421267646,2
35301995,0
421267647,1
563816724,1
421267648,1
563816725,0
421267649,0
35321687,0
121855077,2
36800311,87
5071407,0
36963751,94
129628227,0
5071411,0
421267650,2
5071412,0
5071413,0
5071414,0
5071415,0
5071416,0
4084031,0
5071417,0
5071418,0
5071419,0
5071420,0
5071421,0
5071422,0
5071423,0
5071424,0
5071531,0
5071532,0
5071533,0
5071534,0
5071535,0
5071536,0
5071537,0
563816726,4
24881102,0
563816727,0
563816728,0
24881103,0
563816729,0
24881198,0
563816730,0
563816731,2
129628228,0
563819462,0
563819463,0
563819464,0
563819465,0
563819466,0
564373130,0
573015588,1
579133035,0
129720538,0
36963752,95
583754056,0
589640852,0
589640853,0
594275760,0
421267651,0
594275761,0
595598667,0
595657390,0
421267652,0
136537820,7
421267653,0
595657391,0
421267654,2
629257430,0
421267655,0
629257431,0
421267656,0
629257433,0
421267657,0
630926102,0
4087196,0
5071538,0
5071539,0
5071540,0
4212052,0
5071541,0
5071542,0
4232330,0
5071543,0
36963769,95
24905356,0
37286232,25
136537821,10
38000016,0
136537822,12
687024714,0
136537823,12
421267658,0
24987169,0
421267659,1
24987287,0
421267660,2
421267661,1
421267662,1
136537824,8
421267663,1
421267664,1
136537825,5
39865062,96
136537826,4
421267665,0
136537827,3
136537829,1
4382676,8
5078547,0
421267666,5
5078548,0
421267667,2
423844652,0
423844653,5
136539400,4
423844654,6
423844655,8
423844656,4
136539402,9
25503673,0
25503761,0
25503778,0
25503826,0
25535055,0
25535237,0
25538221,1
25538347,0
25541654,0
25553012,0
25557806,0
25584500,0
25595572,0
25595577,0
25631500,0
25631704,0
25672446,0
25672491,0
25673025,0
25681002,2
25681003,0
25681159,0
25688225,0
25688226,0
25692955,1
25693308,2
25693311,0
25693385,0
25693442,0
25693547,0
25693711,0
25693886,0
25705305,0
25705327,0
25705343,0
25706022,0
25711143,0
25711309,0
25715736,0
25715758,0
25749224,0
25749251,0
25777775,0
25777859,0
25777884,0
25777907,0
25777913,0
25777915,0
25777939,0
25778605,0
25778655,0
25786214,0
25801280,0
25801577,0
25805219,0
25805248,0
25835900,0
25859704,0
25859705,0
25900941,0
26186290,0
26323943,0
26323946,0
26323954,0
26484135,0
27168417,0
27168418,0
27172600,0
28346651,0
28407762,0
28481740,0
28481742,0
28481743,0
28481744,0
28481745,0
30607190,0
30607193,4
423844657,0
423844658,5
39865074,96
5078617,35
423844659,4
4382678,0
423844660,4
424241338,7
5078618,22
424241343,6
424241345,0
5078619,29
39865084,93
424241347,6
424241348,6
5235998,0
39865088,61
5236013,56
5236015,6
5236016,0
5236018,0
424241352,6
5308123,0
30788573,0
424241354,4
31064626,0
424241355,3
39865095,86
32883466,0
32883467,0
424241359,5
424241360,3
39865097,55
32947045,0
424241363,5
32958211,0
32958212,0
32958213,0
32958214,0
32958215,0
32958216,0
32958217,0
32958218,0
33201585,0
33584985,0
425911861,6
136843957,0
436486558,0
436486567,0
456116153,0
142890722,0
456116154,0
3666783,7
39865105,93
33823273,0
4383911,0
34335743,0
34335756,0
10057682,64
23627105,0
456116155,0
142890723,0
34335764,0
465896397,0
23894838,0
478972266,5
478972267,4
509666768,0
46180644,61
509666769,0
34668549,0
520618338,0
34668551,0
531270370,0
555650007,0
34668554,0
581911378,0
35105577,0
631550287,0
35105580,0
695963985,0
717466215,0
719344296,0
719629403,38
719629405,6
4777315,0
719629406,16
722355493,0
143965551,0
722355499,0
722355500,0
46614661,96
143965553,0
5073627,0
35105583,0
5116557,35
5174365,0
36831183,0
36831185,2
23894890,0
36831186,0
36831187,0
36831188,0
36862629,0
4026666,0
36862630,0
36862631,0
36862632,0
36862633,0
36862634,0
36862635,0
722355504,0
143965557,0
722355505,0
8065911,0
8084197,2
8084198,17
9174682,36
9728860,0
12219259,0
12517189,0
46614739,96
4044521,65
36862636,0
4077114,0
46614742,96
143965559,0
143991977,0
722355506,24
23894904,0
722355507,0
46614927,96
722355508,0
148845151,0
46614928,96
722355509,0
148845152,0
722355510,0
722355511,0
46889062,96
722355512,0
15092680,0
722355513,0
722355514,0
15092776,0
37674561,0
15092781,0
722355515,0
4226495,0
4226523,0
4226530,0
24292916,0
15121001,0
24292917,0
15243790,0
24292918,0
24292919,0
22650264,0
22650282,0
22772611,0
161302826,2
22901893,26
22901895,26
23136445,0
23136446,0
161817597,0
23136447,0
161819057,0
161819058,0
23197394,9
23260012,0
161819059,0
23449619,0
23449622,0
23449634,0
46908246,96
47046244,95
47057347,49
722355516,0
37674562,0
37674563,0
722355517,0
37674564,0
722355526,0
722355527,0
722355534,0
722355536,0
730800444,0
37674565,0
730800445,0
37674568,0
24357316,0
37674570,0
37674571,0
37674572,0
37674573,0
37674574,0
37674596,0
161849159,0
24241074,0
161849720,0
24481955,6
162008247,0
24482312,0
24482327,0
24518966,19
24533234,0
24549859,85
24593391,0
24613296,28
24622925,0
47634300,94
24357318,0
4226535,0
24357319,0
47634302,96
162010605,0
37674597,0
24636000,0
4226543,0
24654275,0
47808599,94
24654276,0
24654341,0
24654342,0
54441862,70
24654421,0
24654422,0
24654903,0
24803883,0
24666566,0
24669496,0
24803909,0
24669497,0
24669913,0
24803912,0
24687215,0
24908656,1
24687216,0
24908657,0
24687217,0
24740552,0
24908660,0
24740553,0
24740554,0
37674598,0
24908664,0
24908665,0
37674600,0
24740556,0
25511758,0
24740559,0
25553103,1
25553105,0
163490605,0
39071973,0
39071976,0
25556710,0
39072132,0
25556992,5
39072823,0
25578350,0
25596296,0
39211713,0
39211714,0
39211715,0
39211716,0
39211717,0
25596297,0
39211718,0
26170644,23
39211719,0
26195763,57
26207639,31
39211720,0
39211721,0
39211722,0
39211723,0
39211724,0
39211725,0
39211726,0
39211728,0
39211729,0
39211730,0
39211731,0
43626691,0
43684851,0
43684852,0
43685250,0
43685251,0
43896984,2
43896985,0
44097993,0
44132209,0
44132967,0
44682132,0
47225751,0
48690093,0
48761967,0
163490607,0
163490608,0
54441863,62
163490609,0
163490610,0
163490611,0
163490613,0
4226544,0
163492116,0
163492117,0
24949784,5
26207642,29
24949793,0
26207643,0
26207644,0
25076380,0
25076391,0
26207646,93
25076408,0
25087877,0
26207648,54
26207650,0
25211541,0
54527867,0
25281695,0
25281696,0
25281698,0
4234771,30
25281699,0
48761969,0
26207879,0
26207939,0
48761970,0
48761971,0
48761972,0
48761973,0
48761974,0
48761976,0
48849264,0
48849265,0
48849266,0
48849269,0
48849270,0
50282996,0
50282997,0
50283003,0
50283018,0
51515412,0
51515414,0
52754498,0
54622854,51
54622855,30
57837013,0
59285416,0
59285426,0
59285434,0
59285436,0
60225256,0
61411966,0
68968955,0
68968961,0
68968963,1
68968966,0
69631347,0
69631351,0
69631352,0
69631355,0
69631360,0
69631361,0
25281700,1
25281702,1
25286328,0
69631368,0
25367444,0
69631373,0
25367445,0
74157375,0
74157378,0
74157379,0
77185264,0
77185281,0
77185283,0
77185284,0
77185288,0
77185289,0
86735448,0
4288000,50
88707257,0
4293327,16
88707258,0
4340543,30
88707265,0
98193283,0
102978961,0
104654786,0
104654790,0
104700814,0
104700816,0
104700818,0
104700822,0
105039894,0
115714195,0
115714198,0
115714200,0
115714201,0
115714207,0
115714208,0
115714210,0
115714211,0
115714217,0
116651621,0
116935757,0
117881718,0
117881730,0
117881734,0
117881736,0
117881739,0
117881748,0
117881750,0
117881757,0
117881763,3
117881811,0
163492118,0
163492120,0
163506376,0
163506377,0
163506378,0
26207940,0
163506379,0
163506380,0
164358703,0
26207941,0
167090781,0
26208178,0
172586995,0
26969360,0
60397059,10
60397060,2
60741675,18
25367446,0
60741676,45
25367447,0
25367449,0
25367450,0
25367451,0
25367452,0
25367589,0
25367592,0
4420813,44
118010611,0
4643062,49
118010615,0
118010619,0
118010627,0
118010629,0
118011585,0
118011586,0
118011587,0
118011588,0
118011589,0
118011590,0
118011591,0
118011592,0
118011593,0
118011594,0
118011595,0
118331599,0
120877332,0
120877536,0
120877537,0
120877538,0
120877539,0
4847360,79
120877580,0
5116443,33
120877581,0
120877691,0
5116779,31
120877719,0
26969421,0
120877748,0
5116805,6
26969483,0
120877828,0
120878098,0
120878126,0
120878173,3
120920805,0
120975040,1
124915744,0
124915745,0
124915746,0
124915747,0
127836456,0
128093166,0
128879268,0
128881028,0
128881030,0
129794360,0
131611615,0
131611616,0
131611617,0
131611620,0
131611621,0
131611622,0
131618275,0
131618288,0
131618314,0
131618321,0
131618326,0
131618328,0
131618330,0
131618334,0
132165749,0
132165750,0
132166130,0
132168621,0
133360558,0
133365257,0
140498371,0
140498373,0
141262147,0
141262148,0
141262149,0
141262153,0
141262155,1
141262156,0
141262158,0
141262159,0
141262160,0
141262162,0
141262165,0
141262166,0
141262167,0
141262169,0
141262171,0
141262176,0
141262178,0
141262182,0
141262183,0
141262185,0
141262187,0
141262189,0
141262199,0
141262200,0
141262201,0
141262203,0
141262207,0
141262208,0
141262209,0
174886972,0
141262214,0
141262215,0
141262216,0
141262217,0
141262222,0
25367593,1
141262223,0
180306700,0
26969500,0
180306701,0
180306712,0
26969566,0
180306713,0
180306721,0
27124643,0
27134186,0
180398441,0
27135621,0
180398442,0
180398443,0
180398445,0
185091647,0
185091648,0
185479116,2
61225710,0
185479121,4
185479122,9
185637808,0
185637809,0
5116834,44
141262228,0
141262229,0
141262232,0
141262233,0
141262237,0
25425545,0
141262238,0
141262239,0
141262241,0
25458909,0
141262243,0
25458910,0
141273772,0
25458911,0
141273773,0
25458912,0
25458913,0
27149917,7
25458914,0
7941420,78
25539580,0
25933328,0
25933329,0
25933330,0
61241386,95
64963221,85
186754177,7
141273774,0
186754181,7
65033832,96
25933331,0
65033836,96
25933332,0
187025201,0
25933333,0
25933334,0
145205690,0
25933335,0
27153590,0
25933336,0
189022809,0
189022810,2
27153691,0
189023942,95
192239199,7
7941434,96
27245126,0
7976172,63
27245128,0
25933337,0
27260500,1
8059763,0
27260501,0
145206741,0
27266284,28
145207501,0
145208110,0
27266285,26
148647893,0
150118273,0
67122103,96
67122106,96
192239214,3
8610408,22
68204451,96
192239216,3
25933338,0
196323377,0
202704758,0
27266386,41
203914366,0
25933339,0
203914374,0
150118274,0
210612547,0
27268482,52
210612560,0
210612561,0
